,110-CD3,115-CD45,139-CD45RA,142-CD19,144-CD11b,145-CD4,146-CD8,147-CD20,148-CD34,158-CD33,160-CD123,167-CD38,170-CD90
8,-0.07217646390199661,219.46316528320312,73.93565368652344,36.86381912231445,-1.0542670488357544,-0.14757460355758667,-0.10253804177045822,32.60704803466797,-0.2496873438358307,0.0676501989364624,6.987092018127441,37.83282470703125,2.822955846786499
86,3.471025228500366,121.28473663330078,48.537940979003906,88.00702667236328,18.98029136657715,4.105401515960693,-2.04349946975708,49.57456970214844,0.7597386240959167,6.0147929191589355,2.3177082538604736,22.85753059387207,8.414039611816406
105,8.111740112304688,202.97178649902344,172.287353515625,10.549803733825684,4.745446681976318,0.5334708094596863,-0.15406666696071625,39.845314025878906,3.405721426010132,12.36353588104248,5.585233688354492,20.10048484802246,9.936482429504395
128,0.27420294284820557,285.253662109375,68.10034942626953,33.175052642822266,-0.11480770260095596,-1.3262557983398438,9.15658950805664,57.92821502685547,-0.44658997654914856,12.886194229125977,29.10648536682129,46.132022857666016,-0.4288570284843445
170,-2.69796085357666,180.8631591796875,78.27227020263672,60.60274124145508,-0.709093451499939,-0.19028852880001068,-0.08979592472314835,25.45903778076172,2.1081857681274414,1.1526029109954834,7.749007701873779,28.542137145996094,3.6502578258514404
201,6.889840602874756,373.2713317871094,48.11721420288086,119.70358276367188,10.150425910949707,-0.7326579689979553,-0.1104685515165329,53.91170883178711,-0.08766652643680573,1.5279793739318848,196.48968505859375,21.426855087280273,2.54399037361145
248,6.871740818023682,356.5275573730469,52.671321868896484,172.4120330810547,7.928390979766846,-0.24343426525592804,-1.3697477579116821,14.841038703918457,0.8752861618995667,2.397411584854126,24.373321533203125,1160.4422607421875,13.137862205505371
250,-0.07832127064466476,139.49429321289062,63.837223052978516,66.16948699951172,-0.2515285015106201,-0.47314488887786865,0.7386292815208435,49.791717529296875,4.195017337799072,3.3582115173339844,13.046709060668945,58.08380889892578,-0.19554981589317322
251,-0.1334846168756485,214.54409790039062,35.404300689697266,14.374835014343262,2.995600461959839,-0.2538377046585083,-0.8158822655677795,60.53144836425781,9.013047218322754,10.338151931762695,37.51051712036133,32.96387481689453,0.6552305221557617
262,9.248052597045898,214.6799774169922,30.925443649291992,15.120256423950195,7.41536283493042,-0.5834270715713501,-0.2967945337295532,14.928403854370117,3.706490993499756,27.49620819091797,1473.662109375,69.65852355957031,10.985177040100098
310,-0.6618277430534363,316.3274841308594,179.30531311035156,94.67692565917969,6.172525882720947,-0.6441991925239563,-0.5367434024810791,40.45574188232422,5.877203941345215,9.882377624511719,-0.03622889891266823,11.906184196472168,16.74662208557129
341,-0.4564155042171478,5.350615978240967,0.3381354510784149,48.08188247680664,75.5653305053711,11.500802040100098,30.2725830078125,27.058767318725586,48.618568420410156,2.677934408187866,-0.4714708924293518,27.55437469482422,2.709703207015991
349,1.2879600524902344,214.21177673339844,169.9305419921875,62.79944610595703,-0.7662352919578552,0.07699410617351532,-0.5838190317153931,71.91535186767578,4.740307331085205,4.626430988311768,12.886089324951172,200.5615234375,5.659572124481201
419,-3.0875635147094727,241.06971740722656,3585.895263671875,16.894014358520508,5.996783256530762,0.001478050253354013,-1.460540533065796,54.79395294189453,-0.3882334530353546,-2.5240631103515625,4.563157558441162,603.05517578125,2.748685598373413
445,14.983622550964355,197.9079132080078,100.35449981689453,36.484352111816406,1.2780721187591553,6.739614963531494,-0.20958508551120758,41.05021667480469,1.267577052116394,2.459453821182251,24.631994247436523,67.39390563964844,0.696777880191803
459,-3.4437060356140137,161.05555725097656,73.59461975097656,22.142845153808594,-0.10397748649120331,-1.6890493631362915,-0.25573644042015076,14.355860710144043,7.209799289703369,-0.9198771119117737,10.523999214172363,12.52746295928955,-0.2530314326286316
462,-0.03383433073759079,35.64421844482422,32.60193634033203,18.42323112487793,3.802034378051758,-0.1701473742723465,-0.9380548596382141,11.527090072631836,5.21681547164917,-0.9308182597160339,-0.7109062671661377,18.024723052978516,-0.040475089102983475
481,9.621346473693848,279.4033203125,198.28611755371094,51.209659576416016,1.6286379098892212,3.1676535606384277,-0.6448618769645691,13.446158409118652,4.734009265899658,10.462681770324707,-0.10958775877952576,53.817440032958984,1.878941297531128
549,-0.5687076449394226,324.9666442871094,174.75596618652344,95.5994644165039,-0.3439825475215912,-0.5499369502067566,4.028059005737305,53.71017074584961,5.5107340812683105,5.332302093505859,-0.6886054277420044,41.91974639892578,-0.11245039105415344
