,0
8,0.9556623204447436
86,0.9584641604749633
105,0.9529751780126994
128,0.9527382355311965
170,0.9569006259696774
201,0.9501627820771891
248,0.8084249182975956
250,0.9575974971276514
251,0.956374867798405
262,0.9483556175508088
310,0.948523525644043
341,0.9637420805472262
349,0.9386670432866313
419,0.9959301826325909
445,0.9545205224216898
459,0.9581617222607219
462,0.9613470289486294
481,0.9493894727141596
549,0.9482818368793756
571,0.9489866130319133
574,0.9484575072210363
586,0.9565506838218746
599,0.8294398983768456
620,0.9540929778311342
634,0.9587018599094324
665,0.9566810640862478
695,0.9434422765467656
698,0.9404431119535601
732,0.9513017884370568
751,0.9546873629408256
777,0.9623773985527869
790,0.9514634993796042
801,0.9538265152669158
819,0.9560789923267303
914,0.9541728889014113
968,0.9564254049248486
1001,0.9522320461352757
1032,0.9328118125722459
1039,0.9606310178354751
1048,0.9575026878586285
1088,0.9517571618529513
1098,0.9419474518904164
1102,0.9557450887670281
1142,0.9394706884468248
1183,0.9575927362804202
1234,0.6767131552223273
1242,0.9459183933405831
1245,0.9432412597135998
1262,0.8592534250392037
1285,0.9461598847538065
1300,0.9534403196288151
1326,0.953224823515767
1332,0.952934409825084
1359,0.9572272648176078
1474,0.9504820499034111
1481,0.9617057615283476
1507,0.9489505351026356
1521,0.9463387445508102
1568,0.9576642541482616
1600,0.9300373208648224
1606,0.959144314225194
1632,0.9605209603864284
1633,0.9556413429792523
1645,0.8489529163142405
1666,0.9597011219550559
1711,0.947256857362522
1735,0.9587192921439588
1741,0.9571046075827675
1780,0.9531884207446654
1804,0.954822228157702
1811,0.8321415990551678
1872,0.9026698854866954
1877,0.9516929229001014
1878,0.9573234499135632
1920,0.9579705115597369
1931,0.9443594296333051
1932,0.9567198065086874
1962,0.9561952230129234
1977,0.9543645767408196
1985,0.9571210843042041
2011,0.9596594672321692
2021,0.9576984399735706
2095,0.9589523336847376
2128,0.9551146735190921
2147,0.9547782337160184
2153,0.9590836255840925
2162,0.950373038830384
2199,0.9514108528838793
2209,0.854466797857355
2218,0.9597669834743439
2234,0.9518825238241335
2247,0.9570404657705829
2260,0.951871441509126
2300,0.9563522249708803
2331,0.9509753249558102
2339,0.9548047947632966
2366,0.9560284601126826
2376,0.8367045310254484
2409,0.9551985590733049
2421,0.9587090164036397
2442,0.9530230443890714
2474,0.950790584189602
2501,0.9484155774315034
2526,0.9631643558079552
2598,0.9225917917719944
2608,0.8323721220835205
2658,0.9594342392613182
2673,0.9563125625245397
2734,0.8313650150216184
2744,0.9576719825284516
2745,0.9602495850725539
2746,0.953358708259162
2768,0.9555607967277443
2802,0.9515140861684104
2806,0.955401425366803
2827,0.9605510645446613
2828,0.9502765094254763
2906,0.9555212662931698
2943,0.9473367085477656
2944,0.9480232423520503
2975,0.9356318347041042
2988,0.958509007743819
3003,0.8587003027380538
3011,0.9595139127894373
3012,0.940420219481568
3013,0.9416665846102537
3046,0.955022359268035
3064,0.9484717765516929
3076,0.9378318175150205
3093,0.9571974793100032
3115,0.9602666365639868
3135,0.9595601225354001
3136,0.9591151342506598
3205,0.9595840578252227
3210,0.8689250711260044
3221,0.9553856411125262
3252,0.9543184408623201
3388,0.9610731306162091
3395,0.9417559621739394
3413,0.9611515864791771
3416,0.9439911706876738
3529,0.9584652899149927
3537,0.9466972894137048
3560,0.948404304155126
3566,0.9501809967139772
3595,0.9483112780276176
3609,0.9575009332343876
3617,0.8752723340024677
3629,0.9549279544242708
3673,0.9541892526583995
3689,0.7607134861553998
3695,0.9589148993202756
3703,0.9569136395432327
3718,0.9577522340851614
3722,0.953620435516693
3782,0.9561368395112826
3793,0.9522508438633128
3798,0.957817331849305
3826,0.9516598625720136
3839,0.956770294757787
3851,0.9499845276586252
3855,0.9564609712506789
3860,0.9607591282153976
3874,0.955888578881745
3895,0.7682695063002284
3907,0.8024958197184721
3975,0.9491487693529324
3977,0.9536092692364547
3986,0.9171739981550141
3989,0.9552538180023574
4008,0.9494502550931733
4010,0.9545536046491696
4045,0.9536105261900371
4057,0.9537891843690918
4072,0.9557611612537381
4094,0.9593049766943414
4098,0.9409776425520866
4157,0.9577347803381271
4158,0.9475597482767445
4163,0.9525703075164222
4167,0.9593820710218522
4185,0.9576408017138622
4190,0.9571452714699199
4207,0.9509474999597005
4211,0.960234376202056
4212,0.953836922806983
4302,0.9633196953621532
4306,0.0033498306907320786
4309,0.9496785572893595
4340,0.8460131432878345
4343,0.956235086717367
4357,0.9568831714147157
4387,0.9549553813359869
4441,0.950163220666486
4481,0.8279815450642869
4536,0.960469331565023
4551,0.9587411251980239
4559,0.9549336585065631
4574,0.9490099906138142
4612,0.9411699638717891
4659,0.9525110808826304
4667,0.946896381812224
4679,0.9535161236273354
4691,0.9549718789217172
4705,0.9589514306450098
4727,0.9602338822499225
4781,0.9542127415688367
4783,0.9599058224441087
4785,0.9513707283268815
4802,0.9561412744521358
4814,0.9490252958195222
4821,0.9479246935301516
4839,0.954426905537824
4840,0.9585833032808092
4862,0.9573646361915441
4864,0.9591024725394596
4885,0.9554882080067622
4923,0.9540164653616463
4928,0.9587999843612798
4936,0.8428778184647502
4945,0.9541683622709621
4949,0.9578689205085223
4979,0.8636584757435443
5029,0.8592777063620031
5039,0.9518126325352539
5069,0.9542469743459143
5074,0.7592260645761514
5276,0.9586092938353663
5322,0.9590924183366683
5343,0.9596221723476951
5399,0.9528192292200836
5565,0.9576023330154634
5566,0.9487466760220511
5573,0.9569476355320413
5579,0.9507522670256109
5592,0.9604180022401376
5610,0.9453393192579452
5624,0.9586225548293503
5635,0.960113354814951
5671,0.9033604214378214
5676,0.9448325596685069
5685,0.8960682398115575
5688,0.9552914954306603
5699,0.956747424345732
5704,0.9582104912306687
5719,0.9508552083148457
5740,0.9526981392372408
5783,0.9538960815801616
5800,0.9601169980271766
5808,0.9488786666089567
5815,0.7735092327715801
5824,0.9399343877449519
5834,0.9591357716153783
5899,0.9495035760291051
5922,0.9581791708399887
5959,0.9589160826782854
5961,0.9554418723921906
5993,0.9471573963576074
5999,0.9547766643725765
6048,0.9549385481872243
6054,0.954260509318627
6055,0.9586213939560231
6112,0.9569793216437916
6130,0.9535330363785136
6152,0.9558365978323832
6208,0.952657619844882
6235,0.9573361002179865
6238,0.9561387233549059
6292,0.9551756756796874
6293,0.8318965218691978
6339,0.8515061571725249
6384,0.9571266236510484
6385,0.9556534101311854
6393,0.9449599065212505
6429,0.9552579516561023
6452,0.9551302158262575
6456,0.9578377929206064
6491,0.9489573410331719
6542,0.831283816153656
6577,0.9591964183141016
6598,0.9559655718184815
6604,0.9615937515552493
6620,0.9581765878016192
6621,0.9570108443735328
6669,0.9522926180579632
6692,0.9522328895876347
6717,0.9285312307716879
6724,0.6886173674512601
6736,0.9486549208453767
6737,0.9588202534647855
6753,0.9496300163914657
6784,0.9569680582546151
6793,0.9533758342898332
6813,0.9500488389193019
6833,0.9551678320379591
6834,0.9594752411302258
6853,0.9401008169829309
6870,0.9609620589654372
6911,0.9471391108429492
6915,0.8862627029155449
6920,0.7294563164968157
6948,0.9527759008433172
6983,0.9460657918188594
6995,0.9572142551554511
6996,0.9549045902283835
6997,0.8696633487593842
7054,0.9405220805829619
7090,0.9506476889907294
7092,0.9476700547044418
7109,0.9563806176646837
7126,0.9535158748570137
7137,0.9567315238092078
7167,0.9553640873810458
7188,0.9524793097529972
7190,0.8363885107777611
7194,0.9580157680877691
7202,0.9566136942639952
7223,0.9536176918393335
7230,0.9452974406243445
7241,0.9581148127907928
7242,0.951875412240772
7246,0.9473445607489488
7263,0.9434563987108461
7271,0.9488111570355372
7281,0.9550016056031829
7313,0.9536165754651181
7331,0.9594024108803432
7365,0.9579597084312924
7382,0.9555075210924346
7425,0.9474147815798083
7456,0.9571554924536605
7478,0.6799506513942633
7488,0.9538716677948684
7519,0.9532912785880858
7576,0.8240481533489137
7605,0.9490052168261359
7616,0.9512696252505356
7622,0.9584504466737436
7655,0.9547715460407904
7707,0.9448170265459495
7713,0.94128302159203
7724,0.948321088803536
7736,0.9479586890126246
7745,0.9569298588310389
7766,0.9574621842573903
7772,0.9566615238690758
7791,0.930752032741701
7811,0.946418794141764
7820,0.957741108024082
7855,0.9565258608527609
7872,0.9558023085566824
7901,0.847763194823277
7904,0.9546694967493777
7945,0.9566050190543488
8011,0.9535143335173553
8029,0.9474751094334126
8031,0.7703604483778138
8045,0.9580336523915367
8061,0.9531753275240097
8065,0.9586164510934492
8085,0.8466858000931899
