,0
12,0.9972741240531856
30,0.9945601058967664
45,0.9963581970052254
73,0.999311784033354
94,0.9877627334808627
134,0.9962893267185915
142,0.9975356478704411
161,0.981036256547073
198,0.9948244891379923
211,0.9921974809783143
223,0.9783623622263571
349,0.994347685320617
375,0.9973367239703028
422,0.9734517503138981
425,0.9983523530554119
483,0.9995874808960791
555,0.9940968356104793
583,0.8106228990568409
596,0.9967623418993029
655,0.9559158128199579
670,0.9904965906699672
683,0.9954826853168516
765,0.9990387025171071
770,0.9981868223819592
803,0.9973230345302162
837,0.997285194119437
894,0.9953015843829798
923,0.989776406351919
1002,0.9874079977081105
1016,0.9890311501509061
1155,0.998871313081259
1187,0.9829083637568865
1362,0.9883549422472896
1374,0.9983759272249919
1379,0.9787620030338205
1410,0.9924671673153623
1467,0.9807211550801818
1513,0.9940306456792493
1547,0.9984863470695325
1555,0.5257212559157133
1630,0.9974280817918485
1646,0.9968561174112054
1769,0.997741922326583
1773,0.9944625642160511
1779,0.9739758560945893
1845,0.8924680912404908
1852,0.9942954873940919
1886,0.7447701525590829
1898,0.9792936932177674
1905,0.9890802636682111
1945,0.8490065050539688
2002,0.9966805071319824
2039,0.9942228558547126
2040,0.981884283774865
2048,0.99480347264598
2051,0.9942388516346431
2067,0.9984972524886966
2076,0.9921444803432076
2117,0.9859095712034872
2169,0.9972337669398129
2189,0.9987846347127348
2254,0.9958549374975771
2264,0.9959754098096335
2319,0.993522869942399
2372,0.9936921618577843
2411,0.9926977750613937
2434,0.9993701430291025
2448,0.9992757831739979
2529,0.992638956355248
2547,0.9957271489739726
2592,0.7760739441839197
2639,0.9971531999406907
2647,0.9985397568359738
2681,0.9942153409966286
2700,0.9971051611409373
2740,0.9965533352922709
2744,0.9913533481206959
2794,0.9870591713332617
2806,0.9996081913680426
2841,0.9980631162340969
2859,0.9840546301751426
2875,0.9919410307149397
2909,0.9984040157776729
3094,0.9988581329252625
3165,0.8470142260347503
3196,0.9992795442126627
3281,0.7904080863445367
3312,0.9712904601818135
3327,0.9989899969926634
3352,0.9925455443791606
3354,0.988669935691766
3413,0.99137548879086
3441,0.7960832544104307
3470,0.9994814473542676
3476,0.9971870636196105
3481,0.9950805573538244
3483,0.9889646483843626
3486,0.8109841096564613
3493,0.997909303333246
3544,0.9897362240719109
3710,0.9990687714545646
3728,0.9928912778726858
3734,0.9994861325971988
3751,0.9968226280613178
3766,0.9922031861590813
3772,0.8662594776298234
3783,0.9987137212217836
3830,0.9986562562300576
3833,0.9977097840200652
3891,0.9935309835939248
3901,0.9712617288062507
3968,0.9866784023683509
3972,0.9027235443387243
3985,0.9911337898115496
4005,0.9594915078593035
4044,0.996699983735002
4055,0.9739248959559025
4073,0.9937416020958749
4101,0.9987040868801363
4102,0.9911003895615039
4117,0.9845100585213978
4137,0.9989625010121398
4146,0.993362531536305
4154,0.9941037618778155
4187,0.9892606946514391
4188,0.9561667042290362
4212,0.9928673736385398
4237,0.7702348571061951
4250,0.9987053598458261
4262,0.9987131620853363
4269,0.9927888722182336
4273,0.9963806907399398
4279,0.9925306412965214
4286,0.9924886462314327
4306,0.7784722573552655
4324,0.9954629164638433
4334,0.9960235701215094
4396,0.9954661255108826
4403,0.9987189125088106
4406,0.9966187268800527
4417,0.9996315426727582
4463,0.9986497774395657
4483,0.9928892079121218
4506,0.9962583807348102
4513,0.9960924623557731
4521,0.9971294906634736
4524,0.9988306385776279
4615,0.9984021373201674
4639,0.9984278805165371
4677,0.9866285199874327
4698,0.9879244748949149
4714,0.998264888001525
4722,0.793396697439947
4742,0.9953008736140881
4775,0.9986482358394918
4831,0.9987648391123497
4895,0.9989626601909776
4905,0.9500718209586724
4979,0.9738694938851918
4986,0.9962014745577505
5046,0.8281291392976614
5065,0.9817951839691089
5067,0.9974890602422545
5084,0.9980766741970933
5087,0.9955489526080266
5114,0.9950078617927386
5136,0.999132759843661
5182,0.9994483628502506
5185,0.9990210097141647
5193,0.9951710538927334
5194,0.9980476233395353
5258,0.9977902948613594
5269,0.7899534495146363
5283,0.9969997862668418
5305,0.9956355013505985
5320,0.9926452889787066
5455,0.9994104393932663
5463,0.9990028258127956
5467,0.9913206497449976
5500,0.9810472258435693
5507,0.9984861535072913
5517,0.9983650502196235
5616,0.9919059554529404
5636,0.7649327459657446
5655,0.9965292624226909
5661,0.9976225278546156
5665,0.9905841201300346
5692,0.9970542878644589
5696,0.9828389755635459
5712,0.8269095090086116
5723,0.9282750798221376
5740,0.9984455497830322
5744,0.7667873257049161
5760,0.9997067923985445
5765,0.997223686686152
5804,0.9972284086384191
5841,0.9996894026262809
5874,0.9981103306855494
5891,0.9881377147211082
5898,0.08760323842499677
5906,0.9984963239532916
5909,0.8853851820240685
5922,0.9859630878652175
5924,0.46088092206734455
5980,0.7609306522372079
5984,0.996486378240258
6090,0.9986060161488021
6113,0.9943832289464916
6164,0.9973343366538225
6170,0.997431780358137
6226,0.9986375747538435
6243,0.977031057219228
6298,0.993550920766945
6398,0.9865003428006673
6404,0.7646469312341039
6415,0.9941986162777176
6437,0.9978510008566819
6453,0.9837631568839992
6477,0.9762741020425969
6505,0.9988403058504071
6519,0.9952574946663156
6559,0.9987754038871489
6586,0.9828401947493063
6624,0.9927397418263233
6640,0.9975344491430701
6650,0.9932248942709225
6785,0.9974672847022539
6798,0.9990301329936956
6836,0.9989256568660185
6857,0.9821414077242694
6883,0.9838334298237068
6915,0.9905087626987684
6916,0.9945850564840121
6921,0.9856569229558506
6922,0.9946922547048976
6972,0.9807095507285093
6978,0.7606321117140247
7035,0.8081188060359137
7046,0.9639134527317026
7111,0.9958261056253354
7172,0.9860101277226018
7192,0.9945890497816517
7207,0.9967846399877224
7227,0.9979436827230079
7247,0.998597511402494
7285,0.9958344797175135
7314,0.998139085631317
7322,0.9988924924988634
7326,0.991899909451695
7339,0.99306531339756
7369,0.9989063202727743
7372,0.9975699476060779
7389,0.991628553234066
7400,0.9994517191395739
7401,0.9915120664019993
7456,0.9963235641035139
7485,0.9899472599679865
7658,0.9974751596164516
7696,0.987217544572319
7752,0.983511818034627
7803,0.9972097886460968
7837,0.9988776749284581
